tav;x;y
28.2;605724;465458
27.3;595908;466326
26.9;608898;477619
23.6;605628;473187
24.2;605260;476241
25.3;648225;474884
26.8;579684;472513
27;576760;475107
28.4;599356;469586
27.8;595879;465574
27.4;598488;468121
26.9;625250;471939
23.7;626224;478531
27.4;584109;470620
27.2;567066;471018
27.7;641305;472509
27.9;597859;470722
28.6;624532;469362
28.9;610025;469769
24;601356;475656
27.3;611311;474148
27.7;590566;469018
28.1;614036;470766
27.8;578128;469040
27.3;578056;469075
27.1;571898;470292
28.2;607987;470844
28.4;614022;469084
21.1;583180;474045
26.4;611286;466531
28.9;618360;465826
25.6;622324;470765
23.4;567323;474471
26.4;585907;473194
28.7;648317;471991
28.8;612354;465047
27.1;602626;472675
24.3;549596;471797
29.5;638211;471314
27.8;567783;472294
28.9;633296;473882
21.1;584480;475606
24.1;647945;472294
25.8;604152;474054
27.2;599221;471527
29.5;610873;467999
29.6;622213;468382
29.2;616960;467346
28.7;634261;465878
28;557918;470367
27.8;627997;473954
20.5;609344;479137
29.5;605801;467364
29.6;626471;469214
26.3;609659;472639
28.3;605724;465458
27.9;595908;466326
22.4;608898;477619
22.6;605628;473187
20.7;605260;476241
25;648225;474884
27.4;579684;472513
23.3;576760;475107
28.7;599356;469586
28.8;595879;465574
28.3;598488;468121
27.6;625250;471939
18;626224;478531
28.3;584109;470620
28.2;567066;471018
29.5;641305;472509
27.7;597859;470722
29.8;624532;469362
29.7;610025;469769
21.9;601356;475656
26.9;611311;474148
29.1;590566;469018
29.1;614036;470766
28.8;578128;469040
28.4;578056;469075
27.9;571898;470292
28.7;607987;470844
29.5;614022;469084
21.7;583180;474045
27.6;611286;466531
29.5;618360;465826
27;622324;470765
21.1;567323;474471
26.1;585907;473194
29.7;648317;471991
26.7;612354;465047
22.7;602626;472675
20.8;549596;471797
25.3;638211;471314
23.2;567783;472294
23.1;633296;473882
16.7;584480;475606
22.9;647945;472294
21.6;604152;474054
23.4;599221;471527
26.4;610873;467999
27.3;622213;468382
26.1;616960;467346
27.3;634261;465878
24.5;557918;470367
22.1;627997;473954
19.4;609344;479137
26.4;605801;467364
27.7;626471;469214
21.1;609659;472639
25.6;605724;465458
25.4;595908;466326
21.2;608898;477619
18.7;605628;473187
18.7;605260;476241
21.8;648225;474884
22.6;579684;472513
20.1;576760;475107
25;599356;469586
26;595879;465574
24.7;598488;468121
23.9;625250;471939
15;626224;478531
24;584109;470620
23.8;567066;471018
23.6;641305;472509
23.5;597859;470722
27;624532;469362
25.3;610025;469769
19.6;601356;475656
21.8;611311;474148
24.8;590566;469018
25.5;614036;470766
24.9;578128;469040
25.2;578056;469075
23.9;571898;470292
24.2;607987;470844
25.8;614022;469084
17.9;583180;474045
26.4;611286;466531
27;618360;465826
25.5;622324;470765
16.1;567323;474471
22.9;585907;473194
25.5;648317;471991
28.1;612354;465047
26.6;602626;472675
24.2;549596;471797
27.6;638211;471314
25.5;567783;472294
26.9;633296;473882
21.9;584480;475606
25.1;647945;472294
25.8;604152;474054
26.2;599221;471527
27.9;610873;467999
27.9;622213;468382
27.8;616960;467346
27.7;634261;465878
26.6;557918;470367
26.1;627997;473954
22;609344;479137
27.9;605801;467364
27.4;626471;469214
26.4;609659;472639
27.2;605724;465458
26.7;595908;466326
24.9;608898;477619
23.4;605628;473187
23.2;605260;476241
23.9;648225;474884
25.5;579684;472513
24.3;576760;475107
27;599356;469586
27.4;595879;465574
27;598488;468121
25.8;625250;471939
21.6;626224;478531
25.8;584109;470620
25.8;567066;471018
27;641305;472509
26.2;597859;470722
27.8;624532;469362
27.6;610025;469769
22.9;601356;475656
26.2;611311;474148
26.9;590566;469018
27.3;614036;470766
25.7;578128;469040
26.4;578056;469075
25.8;571898;470292
26.8;607987;470844
27.7;614022;469084
22.2;583180;474045
28.2;611286;466531
28.3;618360;465826
25.9;622324;470765
21.5;567323;474471
24.6;585907;473194
27.2;648317;471991
28.3;612354;465047
24.6;602626;472675
22.9;549596;471797
26.5;638211;471314
25.2;567783;472294
25;633296;473882
18.8;584480;475606
22.8;647945;472294
23.6;604152;474054
25.3;599221;471527
28.2;610873;467999
28.6;622213;468382
28;616960;467346
29.5;634261;465878
26.3;557918;470367
24.2;627997;473954
20.2;609344;479137
28.2;605801;467364
28.2;626471;469214
22.9;609659;472639
27.7;605724;465458
27.6;595908;466326
22.5;608898;477619
20.6;605628;473187
20;605260;476241
21.8;648225;474884
24.6;579684;472513
21.5;576760;475107
26.9;599356;469586
27.7;595879;465574
26.3;598488;468121
25;625250;471939
16.1;626224;478531
26;584109;470620
25.9;567066;471018
25.4;641305;472509
25.1;597859;470722
28;624532;469362
27.3;610025;469769
21.6;601356;475656
23.5;611311;474148
26.8;590566;469018
26.8;614036;470766
27;578128;469040
27.2;578056;469075
26.2;571898;470292
26.1;607987;470844
27.1;614022;469084
19.5;583180;474045
28.3;611286;466531
28.9;618360;465826
26.5;622324;470765
18.2;567323;474471
24.5;585907;473194
27.4;648317;471991
21.8;612354;465047
19.1;602626;472675
16.5;549596;471797
20.6;638211;471314
19.2;567783;472294
18.9;633296;473882
10.3;584480;475606
13.2;647945;472294
18.9;604152;474054
19.4;599221;471527
21.2;610873;467999
20.1;622213;468382
19.8;616960;467346
18.7;634261;465878
20.6;557918;470367
17.8;627997;473954
17.1;609344;479137
21.2;605801;467364
20.9;626471;469214
17.3;609659;472639
21.5;605724;465458
20.9;595908;466326
18.2;608898;477619
12.8;605628;473187
15.4;605260;476241
13.2;648225;474884
18.7;579684;472513
17.1;576760;475107
20.8;599356;469586
21.3;595879;465574
20;598488;468121
17.1;625250;471939
11.8;626224;478531
20.3;584109;470620
19.9;567066;471018
19.1;641305;472509
19.2;597859;470722
20.3;624532;469362
20.3;610025;469769
16.6;601356;475656
18.3;611311;474148
20.5;590566;469018
19.4;614036;470766
21;578128;469040
21.1;578056;469075
19.4;571898;470292
19.2;607987;470844
20.4;614022;469084
11.2;583180;474045
21.7;611286;466531
21.9;618360;465826
16.6;622324;470765
13.1;567323;474471
18;585907;473194
21;648317;471991
21.8;612354;465047
19.6;602626;472675
18.5;549596;471797
21.4;638211;471314
20.5;567783;472294
19.5;633296;473882
11.8;584480;475606
15.1;647945;472294
19.2;604152;474054
19.8;599221;471527
21.5;610873;467999
20.4;622213;468382
20.4;616960;467346
19.7;634261;465878
21.3;557918;470367
18.6;627997;473954
17.1;609344;479137
21.5;605801;467364
21.3;626471;469214
17.8;609659;472639
21.5;605724;465458
21.4;595908;466326
18.2;608898;477619
13.4;605628;473187
15.8;605260;476241
13.8;648225;474884
19.4;579684;472513
18.1;576760;475107
21;599356;469586
21.6;595879;465574
20.3;598488;468121
18.1;625250;471939
12.4;626224;478531
21.1;584109;470620
20.6;567066;471018
19.6;641305;472509
19.2;597859;470722
20.4;624532;469362
20.6;610025;469769
17.3;601356;475656
18.9;611311;474148
20.9;590566;469018
20.2;614036;470766
21.4;578128;469040
21.8;578056;469075
20.8;571898;470292
19.7;607987;470844
20.3;614022;469084
13.3;583180;474045
21.9;611286;466531
22.1;618360;465826
18.6;622324;470765
14;567323;474471
18.9;585907;473194
20.7;648317;471991
25.5;612354;465047
23.1;602626;472675
22.2;549596;471797
24.1;638211;471314
22.3;567783;472294
23.1;633296;473882
19;584480;475606
21.5;647945;472294
21.9;604152;474054
23.3;599221;471527
24.5;610873;467999
25.1;622213;468382
25.4;616960;467346
26.5;634261;465878
24;557918;470367
22.3;627997;473954
20.6;609344;479137
24.5;605801;467364
24.9;626471;469214
22.3;609659;472639
24.7;605724;465458
24.7;595908;466326
21.8;608898;477619
20.6;605628;473187
19.4;605260;476241
20.9;648225;474884
22.3;579684;472513
20.8;576760;475107
24.2;599356;469586
25.2;595879;465574
23.7;598488;468121
22.9;625250;471939
18.8;626224;478531
23.6;584109;470620
23.7;567066;471018
22.8;641305;472509
22.9;597859;470722
24.8;624532;469362
24.4;610025;469769
20.1;601356;475656
22.4;611311;474148
24;590566;469018
24.4;614036;470766
24.1;578128;469040
24.4;578056;469075
24.1;571898;470292
23.7;607987;470844
24.1;614022;469084
19.1;583180;474045
25;611286;466531
25.4;618360;465826
24.2;622324;470765
17.4;567323;474471
22.5;585907;473194
25.1;648317;471991
22.9;612354;465047
20.1;602626;472675
18;549596;471797
22.5;638211;471314
20.4;567783;472294
20.7;633296;473882
11.1;584480;475606
14.9;647945;472294
19.6;604152;474054
20.6;599221;471527
22.4;610873;467999
21.7;622213;468382
21.3;616960;467346
21.1;634261;465878
21.8;557918;470367
19.6;627997;473954
18;609344;479137
22.4;605801;467364
22.6;626471;469214
18.5;609659;472639
22.4;605724;465458
22;595908;466326
19.7;608898;477619
14;605628;473187
16.5;605260;476241
15.2;648225;474884
19.6;579684;472513
17.9;576760;475107
22;599356;469586
22.6;595879;465574
21;598488;468121
19.1;625250;471939
12.4;626224;478531
21.3;584109;470620
21.2;567066;471018
20.8;641305;472509
20.1;597859;470722
21.8;624532;469362
21.9;610025;469769
17.8;601356;475656
19.6;611311;474148
21.6;590566;469018
21.4;614036;470766
22.2;578128;469040
22.4;578056;469075
20.8;571898;470292
20.6;607987;470844
21.8;614022;469084
12.4;583180;474045
22.7;611286;466531
23;618360;465826
20;622324;470765
13.8;567323;474471
20;585907;473194
22.8;648317;471991
23.9;612354;465047
20.9;602626;472675
19.1;549596;471797
22.7;638211;471314
21.9;567783;472294
20.9;633296;473882
12.1;584480;475606
18.6;647945;472294
20.5;604152;474054
21.3;599221;471527
23.2;610873;467999
22.4;622213;468382
22.2;616960;467346
22;634261;465878
22.9;557918;470367
19.8;627997;473954
18.6;609344;479137
23.2;605801;467364
23.2;626471;469214
19;609659;472639
23.4;605724;465458
22.9;595908;466326
20.6;608898;477619
14.8;605628;473187
17.2;605260;476241
15.7;648225;474884
20.7;579684;472513
18.8;576760;475107
22.9;599356;469586
23.4;595879;465574
21.9;598488;468121
19.8;625250;471939
12.4;626224;478531
22.2;584109;470620
22.1;567066;471018
20.9;641305;472509
20.9;597859;470722
22.5;624532;469362
22.4;610025;469769
18.8;601356;475656
20.1;611311;474148
22.3;590566;469018
22;614036;470766
22.9;578128;469040
23.2;578056;469075
22.2;571898;470292
21.2;607987;470844
22.3;614022;469084
13.3;583180;474045
23.8;611286;466531
23.9;618360;465826
21.2;622324;470765
15;567323;474471
20.4;585907;473194
22.2;648317;471991
24.9;612354;465047
22.1;602626;472675
19.9;549596;471797
23.6;638211;471314
24.3;567783;472294
21.9;633296;473882
15.8;584480;475606
19.9;647945;472294
21.4;604152;474054
22.2;599221;471527
23.9;610873;467999
23.4;622213;468382
23.2;616960;467346
22.9;634261;465878
23.7;557918;470367
21;627997;473954
18.9;609344;479137
23.9;605801;467364
23.7;626471;469214
20.1;609659;472639
24.2;605724;465458
24.1;595908;466326
20.7;608898;477619
15.9;605628;473187
17.8;605260;476241
16.2;648225;474884
22.3;579684;472513
18.6;576760;475107
23.9;599356;469586
24.4;595879;465574
22.8;598488;468121
21;625250;471939
13.8;626224;478531
23;584109;470620
22.8;567066;471018
21.7;641305;472509
21.5;597859;470722
23.1;624532;469362
23.4;610025;469769
19.5;601356;475656
21.1;611311;474148
23.2;590566;469018
23;614036;470766
23.9;578128;469040
24.3;578056;469075
23.1;571898;470292
22.5;607987;470844
23.2;614022;469084
16.8;583180;474045
24.7;611286;466531
24.7;618360;465826
22.2;622324;470765
16.4;567323;474471
21.1;585907;473194
22.7;648317;471991
26.2;612354;465047
23.5;602626;472675
21.9;549596;471797
25.1;638211;471314
24.4;567783;472294
22.9;633296;473882
18.1;584480;475606
22.6;647945;472294
22.6;604152;474054
23.9;599221;471527
25.8;610873;467999
24.6;622213;468382
25;616960;467346
24.8;634261;465878
25.1;557918;470367
22.5;627997;473954
19.3;609344;479137
25.8;605801;467364
24.8;626471;469214
21.6;609659;472639
25.6;605724;465458
25.5;595908;466326
21.4;608898;477619
17.2;605628;473187
18.7;605260;476241
16.9;648225;474884
23.8;579684;472513
20.2;576760;475107
25.4;599356;469586
25.8;595879;465574
24.5;598488;468121
23.3;625250;471939
16.1;626224;478531
24.3;584109;470620
24.5;567066;471018
23.2;641305;472509
22.9;597859;470722
24;624532;469362
25.2;610025;469769
20.5;601356;475656
22.5;611311;474148
25.1;590566;469018
24.7;614036;470766
25.1;578128;469040
25.6;578056;469075
24.8;571898;470292
24.6;607987;470844
24.6;614022;469084
19.4;583180;474045
26.1;611286;466531
26.2;618360;465826
24.6;622324;470765
17.4;567323;474471
23;585907;473194
24;648317;471991
27.4;612354;465047
25.9;602626;472675
24.9;549596;471797
26.3;638211;471314
28.6;567783;472294
25.3;633296;473882
22.7;584480;475606
25.4;647945;472294
24.8;604152;474054
26.2;599221;471527
27.6;610873;467999
27.6;622213;468382
27.6;616960;467346
27.1;634261;465878
27;557918;470367
24.7;627997;473954
20.5;609344;479137
27.6;605801;467364
26.8;626471;469214
24.1;609659;472639
27;605724;465458
27;595908;466326
22.5;608898;477619
21.9;605628;473187
20.9;605260;476241
19.4;648225;474884
26;579684;472513
22.2;576760;475107
27.7;599356;469586
27;595879;465574
26.7;598488;468121
25.8;625250;471939
19;626224;478531
26.3;584109;470620
26.4;567066;471018
25.2;641305;472509
26;597859;470722
26.4;624532;469362
27.6;610025;469769
22;601356;475656
24.6;611311;474148
27.2;590566;469018
27;614036;470766
26.7;578128;469040
27.1;578056;469075
27;571898;470292
27;607987;470844
26.3;614022;469084
23.9;583180;474045
27.9;611286;466531
28.1;618360;465826
26.6;622324;470765
19.5;567323;474471
25.6;585907;473194
26.2;648317;471991
26.3;612354;465047
25.4;602626;472675
25.1;549596;471797
25.9;638211;471314
25;567783;472294
26.6;633296;473882
22.6;584480;475606
24.4;647945;472294
24.7;604152;474054
25.5;599221;471527
26.3;610873;467999
26.9;622213;468382
27.1;616960;467346
27.6;634261;465878
26.7;557918;470367
25.5;627997;473954
19.6;609344;479137
26.3;605801;467364
26.7;626471;469214
25.1;609659;472639
26.1;605724;465458
26.4;595908;466326
22.5;608898;477619
23.5;605628;473187
21;605260;476241
25.3;648225;474884
25.8;579684;472513
24.4;576760;475107
25.5;599356;469586
26.4;595879;465574
26.5;598488;468121
25.8;625250;471939
21.5;626224;478531
25.3;584109;470620
25.6;567066;471018
26.2;641305;472509
24.8;597859;470722
26.4;624532;469362
26.4;610025;469769
22.1;601356;475656
25.2;611311;474148
26.4;590566;469018
25.7;614036;470766
25.4;578128;469040
25.6;578056;469075
25.6;571898;470292
26.1;607987;470844
25.6;614022;469084
22.3;583180;474045
26.3;611286;466531
27.1;618360;465826
26.1;622324;470765
21.3;567323;474471
24.6;585907;473194
27.9;648317;471991
24.3;612354;465047
24.8;602626;472675
24.2;549596;471797
24.5;638211;471314
24.3;567783;472294
25.8;633296;473882
21.8;584480;475606
23.5;647945;472294
24.2;604152;474054
24.5;599221;471527
24.3;610873;467999
25.5;622213;468382
26.3;616960;467346
26.5;634261;465878
24.2;557918;470367
24.8;627997;473954
20.2;609344;479137
24.3;605801;467364
25.2;626471;469214
24.1;609659;472639
24.7;605724;465458
24.4;595908;466326
23;608898;477619
23.3;605628;473187
21.4;605260;476241
24.1;648225;474884
24.3;579684;472513
23;576760;475107
24.5;599356;469586
24.6;595879;465574
24.3;598488;468121
24.9;625250;471939
20.5;626224;478531
24;584109;470620
23.8;567066;471018
24.8;641305;472509
23.3;597859;470722
25;624532;469362
24.8;610025;469769
22;601356;475656
24.9;611311;474148
23.8;590566;469018
25.3;614036;470766
23.4;578128;469040
24;578056;469075
24.3;571898;470292
25.1;607987;470844
24.1;614022;469084
21.9;583180;474045
24.6;611286;466531
25.2;618360;465826
25.3;622324;470765
19.7;567323;474471
24.1;585907;473194
26.4;648317;471991
24.3;612354;465047
23.8;602626;472675
22.7;549596;471797
24.4;638211;471314
23.4;567783;472294
24.6;633296;473882
18.7;584480;475606
20.5;647945;472294
23.3;604152;474054
24.2;599221;471527
24.7;610873;467999
25;622213;468382
24.8;616960;467346
23.8;634261;465878
23.4;557918;470367
23.5;627997;473954
22.6;609344;479137
24.7;605801;467364
24.9;626471;469214
23.7;609659;472639
24.6;605724;465458
24.1;595908;466326
24.1;608898;477619
21.1;605628;473187
21.4;605260;476241
20.1;648225;474884
23.2;579684;472513
22;576760;475107
24.5;599356;469586
24.9;595879;465574
24;598488;468121
22.8;625250;471939
20.3;626224;478531
23.5;584109;470620
23.4;567066;471018
24.3;641305;472509
23.8;597859;470722
24.8;624532;469362
24.9;610025;469769
21.7;601356;475656
24.2;611311;474148
23.7;590566;469018
24.1;614036;470766
23.9;578128;469040
24;578056;469075
23.3;571898;470292
24.6;607987;470844
24.6;614022;469084
19.1;583180;474045
24.7;611286;466531
25.2;618360;465826
23;622324;470765
19.1;567323;474471
22.2;585907;473194
25;648317;471991
25.7;612354;465047
24;602626;472675
22.5;549596;471797
24.7;638211;471314
24;567783;472294
24.1;633296;473882
17;584480;475606
20.4;647945;472294
23.4;604152;474054
24.5;599221;471527
25.4;610873;467999
25.2;622213;468382
25.4;616960;467346
25.6;634261;465878
24.4;557918;470367
23.3;627997;473954
21.3;609344;479137
25.4;605801;467364
25.2;626471;469214
22.9;609659;472639
25.5;605724;465458
24.9;595908;466326
23.3;608898;477619
19.1;605628;473187
20.5;605260;476241
18.3;648225;474884
23.8;579684;472513
21.4;576760;475107
25.5;599356;469586
25.2;595879;465574
24.4;598488;468121
23.3;625250;471939
17;626224;478531
24.2;584109;470620
24.5;567066;471018
24.1;641305;472509
23.8;597859;470722
25.1;624532;469362
25;610025;469769
20.9;601356;475656
23.4;611311;474148
24.6;590566;469018
24.8;614036;470766
24.6;578128;469040
25.1;578056;469075
24.3;571898;470292
24.7;607987;470844
24.5;614022;469084
18;583180;474045
26.2;611286;466531
26.3;618360;465826
23.3;622324;470765
18.8;567323;474471
23;585907;473194
25.1;648317;471991
28.1;612354;465047
26.4;602626;472675
25.3;549596;471797
26.9;638211;471314
24.4;567783;472294
25.6;633296;473882
18.9;584480;475606
23.2;647945;472294
25.4;604152;474054
26.4;599221;471527
28.2;610873;467999
27.6;622213;468382
27.7;616960;467346
27.1;634261;465878
26.6;557918;470367
25.3;627997;473954
21.8;609344;479137
28.2;605801;467364
27.4;626471;469214
24.7;609659;472639
28.3;605724;465458
27.5;595908;466326
23.5;608898;477619
20.8;605628;473187
21.9;605260;476241
19.8;648225;474884
25.8;579684;472513
22.7;576760;475107
28;599356;469586
28.1;595879;465574
26.7;598488;468121
25.4;625250;471939
18.9;626224;478531
26.5;584109;470620
26.4;567066;471018
25.7;641305;472509
25.8;597859;470722
26.9;624532;469362
27.4;610025;469769
22.5;601356;475656
25.3;611311;474148
27.2;590566;469018
26.8;614036;470766
27.3;578128;469040
27.6;578056;469075
27;571898;470292
27.1;607987;470844
26.8;614022;469084
20.4;583180;474045
28.8;611286;466531
28.7;618360;465826
26;622324;470765
20.6;567323;474471
25;585907;473194
26.6;648317;471991
26.8;612354;465047
24.6;602626;472675
23;549596;471797
25.1;638211;471314
24.2;567783;472294
24;633296;473882
18.8;584480;475606
21.3;647945;472294
23.6;604152;474054
24.9;599221;471527
26.6;610873;467999
26.7;622213;468382
26.3;616960;467346
26.2;634261;465878
24.3;557918;470367
23.5;627997;473954
20.7;609344;479137
26.6;605801;467364
26.7;626471;469214
23.6;609659;472639
26.6;605724;465458
25.8;595908;466326
22;608898;477619
20.5;605628;473187
20.6;605260;476241
19.8;648225;474884
23.9;579684;472513
20.8;576760;475107
25.9;599356;469586
26.1;595879;465574
25.1;598488;468121
23.9;625250;471939
19.1;626224;478531
25;584109;470620
24.6;567066;471018
24;641305;472509
24.4;597859;470722
26.2;624532;469362
26.3;610025;469769
21;601356;475656
23.8;611311;474148
25.4;590566;469018
25.8;614036;470766
24.6;578128;469040
25.2;578056;469075
24.8;571898;470292
25.9;607987;470844
25.8;614022;469084
19.5;583180;474045
26.2;611286;466531
27.3;618360;465826
24.1;622324;470765
18.9;567323;474471
23.8;585907;473194
25.2;648317;471991
22.9;612354;465047
21.4;602626;472675
18.8;549596;471797
22.7;638211;471314
21.7;567783;472294
21.4;633296;473882
14.3;584480;475606
15.9;647945;472294
21.1;604152;474054
21.9;599221;471527
23.1;610873;467999
22.3;622213;468382
22;616960;467346
21.1;634261;465878
22.2;557918;470367
20.7;627997;473954
19.3;609344;479137
23.1;605801;467364
23;626471;469214
20.4;609659;472639
23.3;605724;465458
22.9;595908;466326
20.9;608898;477619
16.1;605628;473187
18.7;605260;476241
17;648225;474884
21.2;579684;472513
19.2;576760;475107
23.1;599356;469586
22.3;595879;465574
22;598488;468121
20.1;625250;471939
15.4;626224;478531
22.1;584109;470620
21.9;567066;471018
21.6;641305;472509
21.6;597859;470722
22.8;624532;469362
22.8;610025;469769
19.6;601356;475656
21.4;611311;474148
22.3;590566;469018
22;614036;470766
22.9;578128;469040
23.2;578056;469075
22;571898;470292
22;607987;470844
22.5;614022;469084
14.7;583180;474045
23.5;611286;466531
23.8;618360;465826
19.4;622324;470765
16.2;567323;474471
20.6;585907;473194
22.6;648317;471991
24.6;612354;465047
23.7;602626;472675
21.7;549596;471797
25;638211;471314
23.6;567783;472294
23.7;633296;473882
16.5;584480;475606
19.7;647945;472294
23;604152;474054
23.8;599221;471527
24.3;610873;467999
24.3;622213;468382
24.1;616960;467346
23.3;634261;465878
24.1;557918;470367
22.9;627997;473954
19.7;609344;479137
24.3;605801;467364
24.7;626471;469214
22.1;609659;472639
24.8;605724;465458
24.4;595908;466326
21.9;608898;477619
17.6;605628;473187
19.5;605260;476241
19;648225;474884
23.1;579684;472513
21;576760;475107
25.4;599356;469586
24.4;595879;465574
23.6;598488;468121
22.8;625250;471939
15.6;626224;478531
24.1;584109;470620
24.3;567066;471018
23.4;641305;472509
23.3;597859;470722
24.4;624532;469362
25;610025;469769
20.8;601356;475656
23;611311;474148
24.4;590566;469018
24.8;614036;470766
24.9;578128;469040
25.3;578056;469075
24.4;571898;470292
24.5;607987;470844
24.5;614022;469084
16.8;583180;474045
25.2;611286;466531
25.2;618360;465826
23.3;622324;470765
17.5;567323;474471
22.3;585907;473194
24.5;648317;471991
24.6;612354;465047
22.6;602626;472675
20.6;549596;471797
23.9;638211;471314
22.8;567783;472294
22;633296;473882
16.6;584480;475606
19.2;647945;472294
22;604152;474054
23.1;599221;471527
24.7;610873;467999
24.1;622213;468382
23.8;616960;467346
23.8;634261;465878
23.3;557918;470367
21.5;627997;473954
19.6;609344;479137
24.7;605801;467364
24.2;626471;469214
21.5;609659;472639
24.6;605724;465458
24.3;595908;466326
21.9;608898;477619
18.2;605628;473187
18.9;605260;476241
17.9;648225;474884
22.7;579684;472513
19.6;576760;475107
24.8;599356;469586
24.4;595879;465574
23.4;598488;468121
21.9;625250;471939
16;626224;478531
23.8;584109;470620
23.2;567066;471018
22.4;641305;472509
23.2;597859;470722
23.7;624532;469362
24.3;610025;469769
19.5;601356;475656
21.9;611311;474148
24;590566;469018
23.4;614036;470766
24.4;578128;469040
24.6;578056;469075
23.5;571898;470292
23.3;607987;470844
23.8;614022;469084
17.2;583180;474045
25.1;611286;466531
25.3;618360;465826
21.9;622324;470765
17.1;567323;474471
22;585907;473194
23.9;648317;471991
20.4;612354;465047
18.1;602626;472675
15.9;549596;471797
19.1;638211;471314
18.5;567783;472294
17.8;633296;473882
9.2;584480;475606
11.9;647945;472294
17.8;604152;474054
18.6;599221;471527
20.2;610873;467999
19.1;622213;468382
18.8;616960;467346
17.7;634261;465878
19.5;557918;470367
16.8;627997;473954
16.2;609344;479137
20.2;605801;467364
19.8;626471;469214
16.6;609659;472639
20.4;605724;465458
19.7;595908;466326
17.6;608898;477619
12.2;605628;473187
14.5;605260;476241
12.2;648225;474884
17.9;579684;472513
15.5;576760;475107
20.2;599356;469586
20.1;595879;465574
19.2;598488;468121
16.1;625250;471939
10.7;626224;478531
19.5;584109;470620
19.1;567066;471018
18.2;641305;472509
18.6;597859;470722
19;624532;469362
19.5;610025;469769
15.6;601356;475656
17.3;611311;474148
19.9;590566;469018
18.7;614036;470766
20.2;578128;469040
20.5;578056;469075
19.1;571898;470292
18.5;607987;470844
19.4;614022;469084
10.2;583180;474045
20.4;611286;466531
20.9;618360;465826
15.6;622324;470765
12.6;567323;474471
17.6;585907;473194
19.4;648317;471991
22.6;612354;465047
20.5;602626;472675
20.2;549596;471797
21.3;638211;471314
20.4;567783;472294
20.3;633296;473882
16.7;584480;475606
19.1;647945;472294
19.9;604152;474054
20.7;599221;471527
22.1;610873;467999
21.8;622213;468382
22;616960;467346
22.1;634261;465878
21.4;557918;470367
19.8;627997;473954
19.3;609344;479137
22.1;605801;467364
21.7;626471;469214
19.8;609659;472639
22.4;605724;465458
21.9;595908;466326
21;608898;477619
17.4;605628;473187
17.6;605260;476241
16.1;648225;474884
20.1;579684;472513
18.4;576760;475107
22;599356;469586
22.2;595879;465574
21.1;598488;468121
19.9;625250;471939
16.5;626224;478531
21.1;584109;470620
21.3;567066;471018
20.5;641305;472509
20.5;597859;470722
21;624532;469362
21.5;610025;469769
18;601356;475656
20.2;611311;474148
21.6;590566;469018
21.6;614036;470766
21.6;578128;469040
22.1;578056;469075
21.7;571898;470292
21.2;607987;470844
21.3;614022;469084
17.5;583180;474045
22.6;611286;466531
22.9;618360;465826
20.9;622324;470765
15.9;567323;474471
19.4;585907;473194
21.4;648317;471991
22.6;612354;465047
20.2;602626;472675
18;549596;471797
21.7;638211;471314
20.7;567783;472294
19.9;633296;473882
11.4;584480;475606
14.1;647945;472294
19.6;604152;474054
20.4;599221;471527
22.6;610873;467999
21.7;622213;468382
21.1;616960;467346
20.8;634261;465878
21.8;557918;470367
19.4;627997;473954
17.8;609344;479137
22.6;605801;467364
22.2;626471;469214
18.8;609659;472639
22.3;605724;465458
21.6;595908;466326
19.4;608898;477619
14.2;605628;473187
16.6;605260;476241
15;648225;474884
20.1;579684;472513
17.9;576760;475107
22.1;599356;469586
22;595879;465574
21;598488;468121
18.7;625250;471939
12.4;626224;478531
21.4;584109;470620
21.5;567066;471018
20.4;641305;472509
20.4;597859;470722
21.2;624532;469362
21.8;610025;469769
17.4;601356;475656
19.5;611311;474148
21.8;590566;469018
21.5;614036;470766
22.3;578128;469040
22.7;578056;469075
21.1;571898;470292
20.7;607987;470844
21.7;614022;469084
12.4;583180;474045
22.6;611286;466531
23.1;618360;465826
18.1;622324;470765
14.2;567323;474471
19.8;585907;473194
21.2;648317;471991
23.8;612354;465047
21.5;602626;472675
20.3;549596;471797
22.9;638211;471314
22;567783;472294
21.5;633296;473882
13.6;584480;475606
16;647945;472294
21.2;604152;474054
21.8;599221;471527
23.5;610873;467999
22.3;622213;468382
22.4;616960;467346
22;634261;465878
23.4;557918;470367
20.5;627997;473954
19.5;609344;479137
23.5;605801;467364
23.1;626471;469214
20.1;609659;472639
23.7;605724;465458
22.8;595908;466326
20.9;608898;477619
15.9;605628;473187
18.4;605260;476241
16.3;648225;474884
21.4;579684;472513
19.7;576760;475107
23.2;599356;469586
23.7;595879;465574
22.1;598488;468121
20.6;625250;471939
14.3;626224;478531
22.3;584109;470620
22.9;567066;471018
21.4;641305;472509
21.3;597859;470722
22.7;624532;469362
22.7;610025;469769
18.8;601356;475656
21.1;611311;474148
23.4;590566;469018
22.7;614036;470766
23.5;578128;469040
24.1;578056;469075
22.9;571898;470292
22;607987;470844
22.3;614022;469084
14.4;583180;474045
23.9;611286;466531
23.8;618360;465826
20.3;622324;470765
16.6;567323;474471
21.1;585907;473194
22.1;648317;471991
23.6;612354;465047
20.5;602626;472675
19;549596;471797
22.1;638211;471314
20.9;567783;472294
20.4;633296;473882
12.8;584480;475606
16.9;647945;472294
19.4;604152;474054
20.7;599221;471527
23;610873;467999
22.2;622213;468382
22.3;616960;467346
22;634261;465878
22.1;557918;470367
